Date,Open,High,Low,Close,Volume,Hold
2024-11-15 10:00:00,84550.0,84550.0,82800.0,83200.0,136,9
2024-11-15 11:15:00,83200.0,83800.0,83200.0,83300.0,21,10
2024-11-15 14:15:00,83350.0,83350.0,82800.0,82800.0,22,15
2024-11-15 15:00:00,82800.0,82800.0,82350.0,82350.0,4,18
2024-11-18 10:00:00,82150.0,83400.0,82150.0,83400.0,11,19
2024-11-18 11:15:00,83400.0,83700.0,83400.0,83700.0,4,23
2024-11-18 14:15:00,83700.0,83700.0,82750.0,82750.0,8,26
2024-11-18 15:00:00,82750.0,83500.0,82750.0,83500.0,12,30
2024-11-19 10:00:00,84350.0,84350.0,83800.0,83800.0,34,40
2024-11-19 11:15:00,83800.0,84150.0,83800.0,84100.0,4,41
2024-11-19 14:15:00,84100.0,85000.0,84100.0,85000.0,3,45
2024-11-19 15:00:00,85000.0,85200.0,84650.0,84750.0,17,56
2024-11-20 10:00:00,84950.0,85250.0,84950.0,84950.0,412,66
2024-11-20 11:15:00,84950.0,85000.0,84650.0,84900.0,98,68
2024-11-20 14:15:00,84900.0,85750.0,84100.0,84450.0,297,86
2024-11-20 15:00:00,84450.0,85250.0,84450.0,85000.0,21,93
2024-11-21 10:00:00,85900.0,86200.0,85500.0,85750.0,711,104
2024-11-21 11:15:00,85750.0,85850.0,85000.0,85250.0,204,113
2024-11-21 14:15:00,85250.0,85800.0,85250.0,85450.0,156,124
2024-11-21 15:00:00,85450.0,85500.0,84800.0,85000.0,21,127
2024-11-22 10:00:00,83800.0,84450.0,83500.0,84450.0,291,129
2024-11-22 11:15:00,84450.0,84450.0,83050.0,83550.0,116,135
2024-11-22 14:15:00,83550.0,83550.0,82500.0,82900.0,104,135
2024-11-22 15:00:00,82900.0,82900.0,82400.0,82550.0,4,136
2024-11-25 10:00:00,83650.0,83750.0,83550.0,83550.0,246,140
2024-11-25 11:15:00,83550.0,84000.0,83200.0,83200.0,159,148
2024-11-25 14:15:00,83200.0,83200.0,83100.0,83100.0,24,147
2024-11-25 15:00:00,83100.0,83600.0,83100.0,83600.0,1,147
2024-11-26 10:00:00,83400.0,83500.0,83300.0,83300.0,94,151
2024-11-26 11:15:00,83300.0,83300.0,83050.0,83200.0,124,159
2024-11-26 14:15:00,82800.0,83200.0,81700.0,81950.0,140,171
2024-11-26 15:00:00,81950.0,82050.0,81700.0,82050.0,12,174
2024-11-27 10:00:00,82400.0,82450.0,81950.0,82300.0,169,174
2024-11-27 11:15:00,82300.0,82600.0,82300.0,82600.0,21,174
2024-11-27 14:15:00,82600.0,82600.0,82350.0,82500.0,11,174
2024-11-27 15:00:00,82650.0,82700.0,82500.0,82700.0,4,173
2024-11-28 10:00:00,82850.0,82850.0,79400.0,81700.0,134,198
2024-11-28 11:15:00,81700.0,82050.0,81550.0,81800.0,19,196
2024-11-28 14:15:00,81800.0,82350.0,81800.0,82250.0,17,193
2024-11-28 15:00:00,82300.0,82300.0,82250.0,82250.0,5,192
2024-11-29 10:00:00,81800.0,82450.0,81800.0,82450.0,10,194
2024-11-29 11:15:00,82450.0,83200.0,82450.0,83150.0,10,201
2024-11-29 14:15:00,83150.0,83400.0,82800.0,82800.0,8,200
2024-11-29 15:00:00,82800.0,82950.0,82650.0,82950.0,3,202
